timestamp,message
1744508930341,"{""level"":""INFO"",""location"":""create_pipeline:126"",""message"":""Processing node 4/8 with id: pre_signed_url, type: utility"",""timestamp"":""2025-04-13 01:48:50,341+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508930342,"{""level"":""INFO"",""location"":""create_lambda_function:214"",""message"":""Creating/updating Lambda function for node: dndnode_3"",""timestamp"":""2025-04-13 01:48:50,341+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508930438,"{""level"":""INFO"",""location"":""read_yaml_from_s3:72"",""message"":""Reading YAML file from S3: mldev3-nodes-templates-034362042487-us-east-1--dev/node_templates/utility/pre_signed_url.yaml"",""timestamp"":""2025-04-13 01:48:50,438+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508931814,"{""level"":""INFO"",""location"":""create_lambda_role:569"",""message"":""Found existing role mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_execution, deleting it"",""timestamp"":""2025-04-13 01:48:51,813+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508932200,"{""level"":""INFO"",""location"":""delete_role:134"",""message"":""Deleting inline policy mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_executionExecutionPolicy from role mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_execution"",""timestamp"":""2025-04-13 01:48:52,200+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508932300,"{""level"":""INFO"",""location"":""delete_role:148"",""message"":""Detaching policy arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole from role mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_execution"",""timestamp"":""2025-04-13 01:48:52,299+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508932421,"{""level"":""INFO"",""location"":""delete_role:157"",""message"":""Deleted role: mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_execution"",""timestamp"":""2025-04-13 01:48:52,421+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508932839,"{""level"":""INFO"",""location"":""wait_for_role_deletion:53"",""message"":""Role mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_execution has been deleted"",""timestamp"":""2025-04-13 01:48:52,839+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508932839,"{""level"":""INFO"",""location"":""create_lambda_role:576"",""message"":""Creating new role: mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_execution"",""timestamp"":""2025-04-13 01:48:52,839+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508932900,"{""level"":""INFO"",""location"":""create_lambda_role:585"",""message"":""Role created with ARN: arn:aws:iam::034362042487:role/mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_execution"",""timestamp"":""2025-04-13 01:48:52,899+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508932939,"{""level"":""INFO"",""location"":""create_lambda_role:592"",""message"":""Role mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_execution is now available"",""timestamp"":""2025-04-13 01:48:52,939+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508932939,"{""level"":""INFO"",""location"":""create_lambda_role:595"",""message"":""Attaching AWSLambdaBasicExecutionRole to mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_execution"",""timestamp"":""2025-04-13 01:48:52,939+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508932999,"{""level"":""INFO"",""location"":""create_lambda_role:635"",""message"":""Creating and attaching custom execution policy for mldev3_TwelveLabsAudioEmbeddings_pre_signed_url_lambda_execution"",""timestamp"":""2025-04-13 01:48:52,998+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508933100,"{""level"":""INFO"",""location"":""create_lambda_execution_policy:405"",""message"":""YAML data: {'spec': 'v1.0.0', 'node': {'id': 'pre_signed_url', 'title': 'Presigned URL Generator', 'description': 'Generate an AWS S3 pre-signed URL', 'version': '1.0.0', 'type': 'utility', 'integration': {'config': {'lambda': {'handler': 'utility/PreSignedUrlLambdaDeployment', 'runtime': 'python3.12', 'iam_policy': {'statements': [{'effect': 'Allow', 'actions': ['s3:ListBucket', 's3:GetObject'], 'resources': ['arn:aws:s3:::${MEDIA_ASSETS_BUCKET_NAME}/*', 'arn:aws:s3:::${MEDIA_ASSETS_BUCKET_NAME}']}, {'effect': 'Allow', 'actions': ['kms:Decrypt'], 'resources': ['${MEDIA_ASSETS_BUCKET_ARN_KMS_KEY}']}]}}}}}, 'actions': {'generate': {'summary': 'Generate pre-signed URL', 'description': 'Generate a pre-signed URL for S3 object access', 'operationId': 'generatePresignedUrl', 'parameters': [{'in': 'body', 'name': 'URL Validity Duration', 'required': True, 'default': 3600, 'schema': {'type': 'number'}}], 'x-requestMapping': 'utility/pre_signed_url/generate/', 'x-responseMapping': 'utility/pre_signed_url/generate/', 'connections': {'incoming': {'type': ['any']}, 'outgoing': {'type': ['presigned_url']}}}}}"",""timestamp"":""2025-04-13 01:48:53,100+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508933100,"{""level"":""INFO"",""location"":""create_lambda_execution_policy:415"",""message"":""Has IAM policy in YAML: True"",""timestamp"":""2025-04-13 01:48:53,100+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508933100,"{""level"":""INFO"",""location"":""create_lambda_execution_policy:441"",""message"":""Found 2 statements in YAML"",""timestamp"":""2025-04-13 01:48:53,100+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508933101,"{""level"":""INFO"",""location"":""create_lambda_execution_policy:449"",""message"":""Statement 0 before processing: {\""effect\"": \""Allow\"", \""actions\"": [\""s3:ListBucket\"", \""s3:GetObject\""], \""resources\"": [\""arn:aws:s3:::${MEDIA_ASSETS_BUCKET_NAME}/*\"", \""arn:aws:s3:::${MEDIA_ASSETS_BUCKET_NAME}\""]}"",""timestamp"":""2025-04-13 01:48:53,100+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508933101,"{""level"":""INFO"",""location"":""create_lambda_execution_policy:452"",""message"":""Statement 0 after processing: {\""effect\"": \""Allow\"", \""actions\"": [\""s3:ListBucket\"", \""s3:GetObject\""], \""resources\"": [\""arn:aws:s3:::medialakebaseinfrastructu-mediaassetss3bucket06290-ksjuznzyq59f/*\"", \""arn:aws:s3:::medialakebaseinfrastructu-mediaassetss3bucket06290-ksjuznzyq59f\""]}"",""timestamp"":""2025-04-13 01:48:53,101+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508933101,"{""level"":""INFO"",""location"":""create_lambda_execution_policy:449"",""message"":""Statement 1 before processing: {\""effect\"": \""Allow\"", \""actions\"": [\""kms:Decrypt\""], \""resources\"": [\""${MEDIA_ASSETS_BUCKET_ARN_KMS_KEY}\""]}"",""timestamp"":""2025-04-13 01:48:53,101+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508933118,"{""level"":""INFO"",""location"":""create_lambda_execution_policy:452"",""message"":""Statement 1 after processing: {\""effect\"": \""Allow\"", \""actions\"": [\""kms:Decrypt\""], \""resources\"": [\""arn:aws:kms:us-east-1:034362042487:key/1da8a291-6e17-4e2f-8421-7d0e4266d4ac\""]}"",""timestamp"":""2025-04-13 01:48:53,101+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508933138,"{""level"":""INFO"",""location"":""create_lambda_execution_policy:466"",""message"":""Combined 2 YAML statements with default policy"",""timestamp"":""2025-04-13 01:48:53,138+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508933138,"{""level"":""INFO"",""location"":""deduplicate_policy_statements:306"",""message"":""Deduplicated 7 statements to 7 unique statements"",""timestamp"":""2025-04-13 01:48:53,138+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
1744508933139,"{""level"":""INFO"",""location"":""create_lambda_execution_policy:478"",""message"":""Combined and deduplicated policy document: {\""Version\"": \""2012-10-17\"", \""Statement\"": [{\""Effect\"": \""Allow\"", \""Action\"": [\""s3:GetObject\"", \""s3:PutObject\""], \""Resource\"": [\""arn:aws:s3:::mldev3-nodes-templates-034362042487-us-east-1--dev/*\"", \""arn:aws:s3:::medialakebaseinfrastructu-iacassetss3bucket0cfc2b9-oqhqu8caapti/*\"", \""arn:aws:s3:::medialakebaseinfrastructu-externalpaylodbuckets3bu-1g4nrfgso1k3/*\""]}, {\""Effect\"": \""Allow\"", \""Action\"": [\""s3:ListBucket\""], \""Resource\"": [\""arn:aws:s3:::mldev3-nodes-templates-034362042487-us-east-1--dev\"", \""arn:aws:s3:::medialakebaseinfrastructu-iacassetss3bucket0cfc2b9-oqhqu8caapti\""]}, {\""Effect\"": \""Allow\"", \""Action\"": [\""dynamodb:GetItem\"", \""dynamodb:PutItem\""], \""Resource\"": [\""arn:aws:dynamodb:us-east-1:034362042487:table/arn:aws:dynamodb:us-east-1:034362042487:table/mldev3-pipeline-nodes-dev\""]}, {\""Effect\"": \""Allow\"", \""Action\"": [\""events:PutEvents\""], \""Resource\"": [\""arn:aws:events:us-east-1:034362042487:event-bus/mldev3-ingest-us-east-1-dev\""]}, {\""Effect\"": \""Allow\"", \""Action\"": [\""kms:Decrypt\"", \""kms:GenerateDataKey\""], \""Resource\"": [\""*\""]}, {\""Effect\"": \""Allow\"", \""Action\"": [\""s3:ListBucket\"", \""s3:GetObject\""], \""Resource\"": [\""arn:aws:s3:::medialakebaseinfrastructu-mediaassetss3bucket06290-ksjuznzyq59f/*\"", \""arn:aws:s3:::medialakebaseinfrastructu-mediaassetss3bucket06290-ksjuznzyq59f\""]}, {\""Effect\"": \""Allow\"", \""Action\"": [\""kms:Decrypt\""], \""Resource\"": [\""arn:aws:kms:us-east-1:034362042487:key/1da8a291-6e17-4e2f-8421-7d0e4266d4ac\""]}]}"",""timestamp"":""2025-04-13 01:48:53,138+0000"",""service"":""service_undefined"",""xray_trace_id"":""1-67fb17fa-47ae93971b46b8a701b353b4""}
"
