PI_ASSET_UUID,PI_ASSET_TYPE,PI_NETWORK_NAME,PI_SLOT_LENGTH,PI_DEAL_EPISODE_ID,PI_DEAL_EPISODE_NUMBER,PI_PROGRAM_MAIN_TITLE,PI_PROGRAM_GROUP_ASSET_UUID,PI_PG_GROUP_ASSET_TYPE,PI_PG_GRP_MAIN_TITLE,PI_SHOW_ASSET_UUID,PI_SHOW_ASSET_TYPE,PI_SHOW_MAIN_TITLE,PI_GLOBAL_RELEASE_DATE,PI_DESCRIPTIONS,PI_CAST_CREW,PI_ATOM_MPN_ID,PI_P2_PROGRAM_ASSET_ID,PI_TITLES_TITLE_ID,PI_FABRIC_META_ID,ATOM_TITLE_URI,ATOM_MPM_ID,ATOM_SEASON_MPM_NUMBER,ATOM_SERIES_MPM_NUMBER,ATOM_IP_TYPE,ATOM_TITLE,ATOM_SEASON_NAME,ATOM_SERIES_NAME,ATOM_RELEASE_YEAR,ATOM_RUNTIME,ATOM_SYNOPSIS,ATOM_CAST_CREW,P2_ID,P2_CURR_TITLE,P2_EPISODE_TITLE,P2_TYPE,P2_SERIES_TITLE,P2_SERIES_ID,P2_SEASON_NUMBER,P2_SEASON_ID,P2_EPISODE_NUMBER,P2_RELEASE_DATE,TITLES_TITLE_ID,TITLES_TITLE_TYPE,TITLES_SERIES_TITLE_ID,TITLES_TITLE_NAME,TITLES_RUN_TIME,TITLES_RELEASE_YEAR,TITLES_SYNOPSIS,TITLES_CAST_CREW,FABRIC_DISPLAY_TITLE,FABRIC_RECORD_CATEGORY,FABRIC_META_ID,FABRIC_INTERNATIONAL_ID,FABRIC_EPISODE_NUMBER,FABRIC_SEASON_NUMBER,FABRIC_LINK_PARENT_SEASON_ORIG_TITLE,FABRIC_LINK_PARENT_SEASON_META_ID,FABRIC_LINK_PARENT_SHOW_ORIG_TITLE,FABRIC_LINK_PARENT_SHOW_META_ID,FABRIC_SYNOPSIS,FABRIC_CAST_CREW
46c5fcd3-9081-49e1-941f-5f31abd27f98,Special,HBO Max - US,10800,1349448,0,The Dark Knight,,,,03b4b4bd-b0e5-4e01-a78f-3e7242b3c876,show,The Dark Knight,2008-07-14,"{""long_desc"":""The Joker throws Gotham into anarchy and forces Batman ever closer to crossing the line between hero and vigilante."",""short_desc"":""The Joker throws Gotham into anarchy, pushing Batman to face his morality.""}","[{""actor"":""Heath Ledger""},{""actor"":""Morgan Freeman""},{""actor"":""Christian Bale""},{""actor"":""Christian Bale""},{""actor"":""Aaron Eckhart""},{""actor"":""Aaron Eckhart""},{""actor"":""Michael Caine""},{""actor"":""Gary Oldman""},{""actor"":""Maggie Gyllenhaal""},{""creator"":""Jonathan Nolan""},{""creator"":""Christopher Nolan""},{""creator"":""David S. Goyer""},{""executive-producer"":""Kevin De La Noy""},{""executive-producer"":""Benjamin Melniker""},{""executive-producer"":""Thomas Tull""},{""executive-producer"":""Michael E. Uslan""},{""director"":""Christopher Nolan""},{""producer"":""Charles Roven""},{""producer"":""Christopher Nolan""},{""producer"":""Emma Thomas""},{""writer"":""Christopher Nolan""},{""writer"":""David S. Goyer""},{""writer"":""Jonathan Nolan""},{""screenplay"":""Christopher Nolan""},{""screenplay"":""Jonathan Nolan""}]",2040732,PROD637263,661470,FE00004654,entities/1lUKiTo,2040732,,1025742,Feature,The Dark Knight,,"""DARK KNIGHT, THE (BATMAN)""",2007,152,"{""long_synopsis"":""\""Christian Bale and director Christopher Nolan reunite following their blockbuster success with Batman Begins! This time, Heath Ledger joins the cast as The Joker, and Aaron Eckhart stars as Harvey Dent in an all-new adventure of The Dark Knight. With the help of Lieutenant Jim Gordon (Gary Oldman) and new district attorney Harvey Dent (Eckhart--Thank You for Smoking), Batman sets out to destroy organized crime in Gotham City forever. The three enjoy early success, but they soon find themselves prey to a rising criminal mastermind known as The Joker (Ledger--Brokeback Mountain), who throws Gotham into anarchy and forces Batman ever closer to crossing the line between hero and vigilante. \"""",""short_synopsis"":""\""\""\""The Dark Knight\""\"" reunites director Christopher Nolan with star Christian Bale, who returns to continue Batman's war on crime. Wit h the help of Lieutenant Jim Gordon (Gary Oldman) and District Attorney Harvey Dent (Aaron Eckhart), Batman sets out to destroy org anized crime in Gotham for good. The triumvirate proves to be effective, but they soon find themselves prey to a rising criminal m astermind known as the Joker (Heath Ledger), who thrusts Gotham into anarchy and forces the Dark Knight ever closer to crossing the fine line between hero and vigilante.\""""}","[{""Writer"":""Jonathan Nolan"",""character"":""Screenplay""},{""Writer"":""David S. Goyer""},{""Musician"":""Hans Zimmer"",""character"":""Original Music""},{""Musician"":""James Newton Howard"",""character"":""Original Music""},{""Executive Producer"":""Benjamin Melniker""},{""Actor"":""Michael Caine"",""character"":""Alfred""},{""Executive Producer"":""Thomas Tull""},{""Executive Producer"":""Kevin De La Noy""},{""Actor"":""Heath Ledger"",""character"":""The Joker""},{""Producer"":""Emma Thomas""},{""Actor"":""Gary Oldman"",""character"":""Lieutenant Jim Gordon""},{""Executive Producer"":""Michael E. Uslan""},{""Actor"":""Morgan Freeman"",""character"":""Lucius Fox""},{""Producer"":""Charles Roven""},{""Producer"":""Christopher Nolan""},{""Director"":""Christopher Nolan""},{""Actor"":""Maggie Gyllenhaal"",""character"":""Rachel Dawes""},{""Actor"":""Aaron Eckhart"",""character"":""Harvey Dent""},{""Actor"":""Christian Bale"",""character"":""Bruce Wayne / Batman""}]",PROD637263,THE DARK KNIGHT,,MOV,,,,,,7/18/2008,661470,Feature Film,-,The Dark Knight,32:00,2008,"{""Short"":""With the help of Lieutenant Jim Gordon and District Attorney Harvey Dent, Batman sets out to destroy organized crime in Gotham for good."",""turnerExternal"":""With the help of Lieutenant Jim Gordon and District Attorney Harvey Dent, Batman sets out to destroy organized crime in Gotham for good. The triumvirate proves to be effective, but they soon find themselves prey to a rising criminal mastermind known as the Joker, who thrusts Gotham into anarchy and forces the Dark Knight ever closer to crossing the fine line between hero and vigilante.""}","Aaron Eckhart,Aaron Eckhart,Christian Bale,Christian Bale,Christopher Nolan,Christopher Nolan,Gary Oldman,Heath Ledger,Jonathan Nolan,Maggie Gyllenhaal,Michael Caine,Morgan Freeman",The Dark Knight,Feature,FE00004654,FF_DARKNIGH08,,,,,,,"{""synopsis_1000"":""Christian Bale and director Christopher Nolan reunite following their blockbuster success with Batman Begins! This time, Heath Ledger joins the cast as The Joker, and Aaron Eckhart stars as Harvey Dent in an all-new adventure of The Dark Knight.With the help of Lieutenant Jim Gordon (Gary Oldman) and new district attorney Harvey Dent (Eckhart--Thank You for Smoking), Batman sets out to destroy organized crime in Gotham City forever. The three enjoy early success, but they soon find themselves prey to a rising criminal mastermind known as The Joker (Ledger--Brokeback Mountain), who throws Gotham into anarchy and forces Batman ever closer to crossing the line between hero and vigilante."",""synopsis_250"":""When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham. The Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.""}","[{""Actor"":""Aaron Eckhart""},{""Executive Producer"":""Benjamin Melniker""},{""Producer"":""Charles Roven""},{""Actor"":""Christian Bale""},{""Creator"":""Christopher Nolan""},{""Director"":""Christopher Nolan""},{""Producer"":""Christopher Nolan""},{""Writer"":""Christopher Nolan""},{""Creator"":""David S. Goyer""},{""Writer"":""David S. Goyer""},{""Producer"":""Emma Thomas""},{""Actor"":""Gary Oldman""},{""Actor"":""Heath Ledger""},{""Creator"":""Jonathan Nolan""},{""Writer"":""Jonathan Nolan""},{""Executive Producer"":""Kevin De La Noy""},{""Editor"":""Lee Smith""},{""Actor"":""Maggie Gyllenhaal""},{""Actor"":""Michael Caine""},{""Executive Producer"":""Michael E. Uslan""},{""Actor"":""Morgan Freeman""},{""Executive Producer"":""Thomas Tull""}]"
e12f7a99-01a4-47ea-906c-3b8ff395a308,Special,HBO Max - US,7200,1377550,0,Space Jam: A New Legacy,,,,04e71954-fec3-4094-b834-64bd72a90712,show,Space Jam: A New Legacy (2021),2021-07-16,"{""long_desc"":""In \""Space Jam: A New Legacy\"" the ready-for-action Looney Tunes destroy convention, supercharge their unique talents and surprise even \""King\"" James by playing the game their own way."",""short_desc"":""The Looney Tunes surprise LeBron James by playing basketball their own way.""}","[{""actor"":""Ceyair Wright""},{""actor"":""Xosha Roquemore""},{""actor"":""Khris Davis""},{""actor"":""Ernie Johnson""},{""actor"":""Sonequa Martin-Green""},{""actor"":""Lil Rel Howery""},{""actor"":""Harper Alexander""},{""actor"":""Cedric Joe""},{""actor"":""LeBron James""},{""actor"":""Don Cheadle""},{""actor"":""Lil Howery""},{""executive-producer"":""Terence Nance""},{""executive-producer"":""Jamal Henderson""},{""executive-producer"":""Spencer Beighley""},{""executive-producer"":""Ivan Reitman""},{""executive-producer"":""Sev Ohanian""},{""executive-producer"":""Zinzi Coogler""},{""executive-producer"":""Jesse Ehrman""},{""executive-producer"":""Justin Lin""},{""executive-producer"":""Allison Abbate""},{""director"":""Malcolm D. Lee""},{""director"":""Malcolm Lee""},{""as-themselves"":""Nneka Ogwumike""},{""as-themselves"":""Klay Thompson""},{""as-themselves"":""Sue Bird""},{""as-themselves"":""Diana Taurasi""},{""as-themselves"":""Anthony Davis""},{""as-themselves"":""Damian Lillard""},{""as-themselves"":""Draymond Green""},{""as-themselves"":""Nneka Ogumwike""},{""as-themselves"":""A'ja Wilson""},{""voice-actor"":""Eric Bauza""},{""voice-actor"":""Eric Bauza""},{""voice-actor"":""Eric Bauza""},{""voice-actor"":""Eric Bauza""},{""voice-actor"":""Eric Bauza""},{""voice-actor"":""Fred Tatasciore""},{""voice-actor"":""Rosario Dawson""},{""voice-actor"":""Gabriel Iglesias""},{""voice-actor"":""Jeff Bergman""},{""voice-actor"":""Jeff Bergman""},{""voice-actor"":""Jeff Bergman""},{""voice-actor"":""Jeff Bergman""},{""voice-actor"":""Jeff Bergman""},{""voice-actor"":""Candi Milo""},{""voice-actor"":"" Zendaya""},{""voice-actor"":""Zendaya""},{""voice-actor"":""Zendaya""},{""voice-actor"":""Bob Bergen""},{""producer"":""Duncan Henderson""},{""producer"":""LeBron James""},{""producer"":""Ryan Coogler""},{""producer"":""Maverick Carter""},{""writer"":""Celeste Ballard""},{""writer"":""Keenan Coogler""},{""writer"":""Jesse Gordon""},{""writer"":""Tony Rettenmaier""},{""writer"":""Terence Nance""},{""writer"":""Juel Taylor""},{""screenplay"":""Terence Nance""},{""screenplay"":""Celeste Ballard""},{""screenplay"":""Juel Taylor""},{""screenplay"":""Tony Rettenmaier""},{""screenplay"":""Keenan Coogler""},{""screenplay"":""Jesse Gordon""},{""story-by"":""Tony Rettenmaier""},{""story-by"":""Keenan Coogler""},{""story-by"":""Juel Taylor""},{""story-by"":""Terence Nance""}]",2065438,PROD818840,2243396,FE00026456,entities/1lfJqci,2065438,,1036844,Feature,Space Jam: A New Legacy,,SPACE JAM 2,2019,115,"{""long_synopsis"":""\""Welcome to the Jam! Basketball champion and global icon LeBron James goes on an epic adventure alongside timeless Tune Bugs Bunny with the animated/live-action event Space Jam: A New Legacy, from director Malcolm D. Lee and an innovative filmmaking team including Ryan Coogler and Maverick Carter. This transformational journey is a manic mashup of two worlds that reveals just how far some parents will go to connect with their kids. When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court: a powered-up roster of professional basketball stars as you've never seen them before. It's Tunes versus Goons in the highest-stakes challenge of his life, that will redefine LeBron's bond with his son and shine a light on the power of being yourself. The ready-for-action Tunes destroy convention, supercharge their unique talents and surprise even \""\""King\""\"" James by playing the game their own way. \"""",""short_synopsis"":""\""**Animated/Live-Action Adventure. Welcome to the Jam! NBA champion and cultural icon LeBron James goes on an epic adventure along side timeless Tune Bugs Bunny with the animated/live-action event “Space Jam: A New Legacy,” from director Malcolm D. Lee and an in novative filmmaking team including Ryan Coogler and Maverick Carter. This transformational journey is a manic mashup of two worlds that reveals just how far some parents will go to connect with their kids. When LeBron and his young son Dom are trapped in a digi tal space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplin ed Looney Tunes to victory over the A.I.’s digitized champions on the court: a powered-up roster of NBA and WNBA stars as you’ve ne ver seen them before. It’s Tunes versus Goons in the highest-stakes challenge of his life, that will redefine LeBron’s bond with h is son and shine a light on the power of being yourself. The ready-for-action Tunes destroy convention, supercharge their unique ta lents and surprise even “King” James by playing the game their own way. Day & Date HBO MAX Streaming Release.\""""}","[{""Writer"":""Steve Rudnick"",""character"":""Based on “SPACE JAM” Written by""},{""Writer"":""Keenan Coogler"",""character"":""Story & Screenplay by""},{""Writer"":""Jesse Gordon"",""character"":""Screenplay by""},{""Actor"":""Khris Davis"",""character"":""Malik""},{""Executive Producer"":""Justin Lin""},{""Producer"":""Maverick Carter""},{""Producer"":""Duncan Henderson""},{""Executive Producer"":""Allison Abbate""},{""Executive Producer"":""Ivan Reitman""},{""Actor"":""Sonequa Martin-Green"",""character"":""Kamiyah James""},{""Writer"":""Tony Rettenmaier"",""character"":""Story & Screenplay by""},{""Executive Producer"":""Sev Ohanian""},{""Actor"":""Don Cheadle"",""character"":""Al G. Rhythm""},{""Writer"":""Leo Benvenuti"",""character"":""Based on “SPACE JAM” Written by""},{""Writer"":""Herschel Weingrod"",""character"":""Based on “SPACE JAM” Written by""},{""Writer"":""Celeste Ballard"",""character"":""Screenplay by""},{""Executive Producer"":""Spencer Beighley""},{""Executive Producer"":""Jamal Henderson""},{""Voice"":""Zendaya"",""character"":""Lola Bunny""},{""Writer"":""Timothy Harris"",""character"":""Based on “SPACE JAM” Written by""},{""Actor"":""Cedric Joe"",""character"":""Dom James""},{""Executive Producer"":""Jesse Ehrman""},{""Executive Producer"":""Zinzi Coogler""},{""Director"":""Malcolm D. Lee""},{""Voice"":""Jeff Bergman"",""character"":""Bugs Bunny / Sylvester / Yosemite Sam / Foghorn Leghorn / Yogi Bear / Fred Flintstone""},{""Actor"":""Lebron James"",""character"":""LeBron James""},{""Producer"":""Lebron James""},{""Voice"":""Eric Bauza"",""character"":""Daffy Duck / Porky Pig / Foghorn Leghorn""},{""Executive Producer"":""Terence Nance""},{""Writer"":""Terence Nance"",""character"":""Story & Screenplay by""},{""Producer"":""Ryan Coogler""},{""Writer"":""Juel Taylor"",""character"":""Story & Screenplay by""},{}]",PROD818840,SPACE JAM: A NEW LEGACY,,MOV,,,,,,7/16/2021,2243396,Feature Film,-,Space Jam: A New Legacy,-,2021,"{""Short"":""In “Space Jam: A New Legacy” the ready-for-action Looney Tunes destroy convention, supercharge their unique talents and surprise even “King” James by playing the game their own way."",""turnerExternal"":""Welcome to the Jam! Basketball champion and global icon LeBron James goes on an epic adventure alongside timeless Tune Bugs Bunny in this animated/live-action transformational journey - a manic mashup of worlds that reveals just how far some parents will go to connect with their kids. When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.’s digitized champs: a powered-up roster of pros like you’ve never seen before. It’s Tunes vs. Goons in a high-stakes challenge that will redefine LeBron’s bond with his son and shine a light on the power of being yourself.""}","A'ja Wilson,Anthony Davis,Bob Bergen,Candi Milo,Cedric Joe,Celeste Ballard,Ceyair J. Wright,Damian Lillard,Diana Taurasi,Don Cheadle,Draymond Green,Duncan Henderson,Eric Bauza,Eric Bauza,Eric Bauza,Eric Bauza,Eric Bauza,Ernie Johnson Jr.,Fred Tatasciore,Gabriel Iglesias,Harper Leigh Alexander,Jeff Bergman,Jeff Bergman,Jeff Bergman,Jeff Bergman,Jeff Bergman,Jesse Gordon,Juel Taylor,Juel Taylor,Keenan Coogler,Keenan Coogler,Khris Davis,Klay Thompson,LeBron James,LeBron James,Lil Rel Howery,Malcolm D. Lee,Maverick Carter,Nneka Ogwumike,Ryan Coogler,Sonequa Martin-Green,Sue Bird,Terence Nance,Terence Nance,Tony Rettenmaier,Tony Rettenmaier,Xosha Roquemore,Zendaya",Space Jam: A New Legacy,Feature,FE00026456,FF_SPCJMN2021,,,,,,,"{""synopsis_1000"":""When LeBron James and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions."",""synopsis_250"":""When LeBron James and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions.""}","[{""Executive Producer"":""Allison Abbate""},{""Voice"":""Bob Bergen""},{""Actor"":""Cedric Joe""},{""Writer"":""Celeste Ballard""},{""Actor"":""Don Cheadle""},{""Producer"":""Duncan Henderson""},{""Voice"":""Eric Bauza""},{""Voice"":""Fred Tatasciore""},{""Voice"":""Gabriel Iglesias""},{""Executive Producer"":""Ivan Reitman""},{""Executive Producer"":""Jamal Henderson""},{""Voice"":""Jeff Bergman""},{""Executive Producer"":""Jesse Ehrman""},{""Writer"":""Jesse Gordon""},{""Writer"":""Juel Taylor""},{""Executive Producer"":""Justin Lin""},{""Writer"":""Keenan Coogler""},{""Actor"":""Khris Davis""},{""Actor"":""LeBron James""},{""Producer"":""LeBron James""},{""Director"":""Malcolm D. Lee""},{""Producer"":""Maverick Carter""},{""Voice"":""Rosario Dawson""},{""Producer"":""Ryan Coogler""},{""Executive Producer"":""Sev Ohanian""},{""Actor"":""Sonequa Martin-Green""},{""Executive Producer"":""Spencer Beighley""},{""Executive Producer"":""Terence Nance""},{""Writer"":""Terence Nance""},{""Writer"":""Tony Rettenmaier""},{""Voice"":""Zendaya""},{""Executive Producer"":""Zinzi Coogler""}]"
b7c5a13d-fe19-455f-b5e6-e409a829be77,Special,HBO - US,7200,1472899,0,Blue Beetle,,,,0680f247-bcc8-4ba1-90ff-7edefc305a01,show,Blue Beetle,2023,{""long_desc"":""College grad Jaime Reyes and his close-knit family must reluctantly accept Jaime's destiny: to become the Super Hero Blue Beetle.""},"[{""actor"":""Belissa Escobedo""},{""actor"":""Xolo Maridueña""},{""actor"":""Elpidia Carrillo""},{""actor"":""George Lopez""},{""actor"":""Harvey Guillen""},{""actor"":""Adriana Barrazza""},{""actor"":""Bruna Marquezine""},{""actor"":""Susan Sarandon""},{""actor"":""Becky G""},{""actor"":""Damian Alcazar""},{""written-by"":""Gareth Dunnet-Alcocer""},{""executive-producer"":""Galen Vaisman""},{""executive-producer"":""Garrett Grant""},{""executive-producer"":""Walter Hamada""},{""director"":""Ángel Manuel Soto""},{""producer"":""Zev Foreman""},{""producer"":""John Rickard""}]",2082942,PROD823512,2438757,FE00164581,entities/ra7Alyt,2082942,,1046742,Feature,Blue Beetle,,BLUE BEETLE,2022,127,"{""long_synopsis"":""\""From Warner Bros. Pictures comes the feature film Blue Beetle, marking the DC Super Hero's first time on the big screen. The film, directed by Ángel Manuel Soto, stars Xolo Maridueña in the title role as well as his alter ego, Jaime Reyes. Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab. When the Scarab suddenly chooses Jaime to be its symbiotic host, he is bestowed with an incredible suit of armor capable of extraordinary and unpredictable powers, forever changing his destiny as he becomes the Super Hero BLUE BEETLE. Blue Beetle soars into theaters only internationally beginning 16 August 2023 and in North America August 18, 2023. \"""",""short_synopsis"":""\""Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab. When the Scarab suddenly chooses Jaime to be its symbiotic host, he is bestowed with an incredible suit of armor capable of extraordinary and unpredictable powers, forever changing his destiny as he becomes the Super He ro Blue Beetle.\""""}",,PROD823512,BLUE BEETLE,,MOV,,,,,,8/18/2023,2438757,Feature Film,-,Blue Beetle,-,2023,"{""Short"":""Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it."",""turnerExternal"":""From Warner Bros. Pictures comes the feature film Blue Beetle, marking the DC Super Hero's first time on the big screen. The film, directed by Angel Manuel Soto, stars Xolo Maridueña in the title role as well as his alter ego, Jaime Reyes. Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab. When the Scarab suddenly chooses Jaime to be its symbiotic host, he is bestowed with an incredible suit of armor capable of extraordinary and unpredictable powers, forever changing his destiny as he becomes the Super Hero BLUE BEETLE.""}","Adriana Barraza,Angel Manuel Soto,Becky G.,Bruna Marquezine,Damián Alcázar,Elpidia Carrillo,Galen Vaisman,Gareth Dunnet-Alcocer,Garrett Grant,George Lopez,Harvey Guillen,John Rickard,Raoul Trujillo,Susan Sarandon,Walter Hamada,Xolo Maridueña,Xolo Maridueña,Zev Foreman",Blue Beetle,Feature,FE00164581,FF_BLBTL02023,,,,,,,"{""synopsis_1000"":""From Warner Bros. Pictures comes the feature film Blue Beetle, marking the DC Super Hero's first time on the big screen. The film, directed by Angel Manuel Soto, stars Xolo Maridueña in the title role as well as his alter ego, Jaime Reyes. Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab. When the Scarab suddenly chooses Jaime to be its symbiotic host, he is bestowed with an incredible suit of armor capable of extraordinary and unpredictable powers, forever changing his destiny as he becomes the Super Hero Blue Beetle."",""synopsis_250"":""Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it.""}","[{""Actor"":""Adriana Barraza""},{""Director"":""Ángel Manuel Soto""},{""Actor"":""Damian Alcazar""},{""Executive Producer"":""Galen Vaisman""},{""Writer"":""Gareth Dunnet-Alcocer""},{""Executive Producer"":""Garrett Grant""},{""Actor"":""George Lopez""},{""Producer"":""John Rickard""},{""Actor"":""Raoul Trujillo""},{""Actor"":""Susan Sarandon""},{""Executive Producer"":""Walter Hamada""},{""Actor"":""Xolo Maridueña""},{""Producer"":""Zev Foreman""}]"
